"HouseStyle","No_of_Bedrooms","No_of_Bath","Garage_Type","Total_Sqft","Lot_Location","YearBuilt","Year_Remodeled","FirstExterior","SecondExterior","MasonryVeneer_Type","Neighborhood","Overall_Quality","Overall_Condition","Sale_Condition","Actual Price","Predicted Sale Price","MLR Complete"
"1Story",3,2,"Attchd",1680,"Inside",1998,1999,"VinylSd","VinylSd","None","NWAmes",7,5,"Normal",213250,222956.9510895419,231025.8290568071
"SFoyer",1,1,"Attchd",767,"Inside",1998,1998,"MetalSd","MetalSd","BrkFace","NAmes",7,5,"Normal",133000,172352.71938824462,167467.36920635332
"2Story",3,2.5,"Attchd",1496,"Inside",2006,2006,"VinylSd","VinylSd","None","Gilbert",7,5,"Partial",179665,212727.928682811,207419.23970207293
"1.5Fin",4,2.5,"Attchd",2183,"Corner",1988,1988,"HdBoard","HdBoard","BrkFace","NWAmes",7,5,"Normal",229000,245187.3874244633,258464.30328200478
"1.5Fin",3,1.5,"Detchd",1635,"Inside",1923,1950,"BrkFace","Wd Sdng","None","BrkSide",6,7,"Normal",210000,168789.8783443525,168895.7886549693
"SFoyer",2,1,"Detchd",768,"Inside",1970,1970,"VinylSd","VinylSd","None","Mitchel",5,7,"Normal",129500,100106.65409595234,105780.18753685942
"1Story",2,1,"Detchd",825,"Inside",1955,1995,"MetalSd","MetalSd","None","OldTown",5,7,"Normal",125000,116376.05805405749,117818.4539017179
"2Story",4,2.5,"BuiltIn",2094,"Inside",2003,2004,"VinylSd","VinylSd","None","Somerst",7,5,"Normal",263000,247986.37545226637,248943.99079057365
"1Story",2,2,"Attchd",1069,"Inside",1977,1977,"Plywood","Plywood","None","NPkVill",6,6,"Abnorml",140000,145631.9825141927,143390.14257358806
"1Story",3,1,"Attchd",928,"Inside",1957,1957,"BrkFace","BrkFace","None","OldTown",5,6,"Normal",112500,103152.86752069161,115702.62431211444
"1Story",3,2,"Attchd",1717,"Inside",2006,2006,"VinylSd","VinylSd","Stone","NridgHt",8,5,"Normal",255500,257768.20694569912,265422.7884311122
"1Story",2,2,"Detchd",1126,"Inside",1949,2003,"VinylSd","VinylSd","None","Edwards",4,5,"Normal",108000,104455.36040958583,89638.55497218412
"2Story",3,2.5,"BuiltIn",2046,"Inside",2003,2004,"VinylSd","VinylSd","BrkFace","NridgHt",7,5,"Normal",284000,245074.0016535858,247682.2542750251
"1.5Unf",2,1,"Detchd",1048,"Inside",1922,1950,"MetalSd","MetalSd","None","BrkSide",5,6,"Normal",113000,106846.73319718496,99646.938296485
"1Story",2,1,"Attchd",1092,"Inside",1957,1957,"Wd Sdng","Wd Sdng","None","NAmes",5,5,"Normal",141000,113103.47799951698,127493.16109361686
"1.5Fin",3,1.5,"CarPort",1336,"Inside",1920,1950,"MetalSd","MetalSd","None","IDOTRR",4,6,"Normal",108000,92689.75209113903,94943.72756993794
"2Story",3,2.5,"Attchd",1446,"FR2",1996,1997,"HdBoard","HdBoard","None","Gilbert",7,5,"Normal",175000,205082.26034987016,195070.0388106529
"1Story",2,2,"Attchd",1557,"Inside",2003,2004,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",234000,218056.18524485728,221638.48158968985
"1Story",3,1.5,"Detchd",1392,"Inside",1957,1996,"Wd Sdng","Wd Sdng","BrkFace","Sawyer",5,6,"Normal",121500,148638.92028852887,143482.15287175192
"1Story",2,1,"Attchd",1389,"Inside",1974,1975,"HdBoard","HdBoard","None","Mitchel",5,5,"Normal",170000,140347.68213081697,166541.05243708682
"1Story",3,1,"0",996,"Inside",1940,1969,"WdShing","Wd Shng","None","Edwards",5,6,"Normal",108000,113427.9912367983,103545.94823506265
"1.5Fin",4,2,"Detchd",1674,"Inside",1918,1950,"Wd Sdng","Wd Sdng","None","Edwards",6,7,"Normal",185000,168504.1903904504,151463.20341806463
"2Story",4,2.5,"Attchd",2295,"CulDSac",1992,2000,"HdBoard","HdBoard","None","NoRidge",7,5,"Normal",268000,258132.18712269387,260279.87384953373
"2Story",4,1.5,"Detchd",1647,"Corner",1915,1950,"Wd Sdng","Wd Sdng","None","SWISU",6,4,"Normal",128000,169517.97179402265,130359.47148173652
"2Story",4,2.5,"BuiltIn",2504,"Inside",2005,2007,"VinylSd","VinylSd","BrkFace","StoneBr",9,5,"Normal",325000,332358.6813235894,323743.9663698252
"1Story",3,2,"Attchd",1535,"Inside",2004,2004,"VinylSd","VinylSd","BrkFace","NridgHt",7,5,"Normal",214000,216721.3472537953,220957.00425361935
"1.5Fin",1,1.5,"BuiltIn",2132,"Inside",1983,2009,"Wd Sdng","Wd Sdng","None","SawyerW",8,8,"Normal",316600,287137.4122874492,329094.1987231155
"SFoyer",2,1,"Detchd",943,"Corner",1979,1979,"MetalSd","MetalSd","None","NAmes",5,5,"Normal",135960,115336.62919629058,120320.33880412835
"1Story",6,2,"Detchd",1728,"Inside",1965,1965,"HdBoard","HdBoard","BrkFace","NAmes",5,5,"Normal",142600,150487.95472446978,133835.45100696292
"1Story",2,1,"Attchd",864,"Inside",1959,1959,"WdShing","Wd Shng","BrkFace","NAmes",6,6,"Abnorml",120000,129273.81149435735,117725.42172787152
"2Story",3,2.5,"Attchd",1692,"Corner",2009,2009,"VinylSd","VinylSd","None","Timber",7,5,"Partial",224500,226157.43690275075,238760.65649084398
"SLvl",3,2.5,"BuiltIn",1430,"Inside",2000,2000,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",170000,205648.78429230393,185910.92646921077
"SLvl",3,1,"BuiltIn",1109,"FR2",1971,2005,"MetalSd","AsphShn","BrkFace","NAmes",5,7,"Normal",139000,138731.98705845315,125238.8616526348
"1.5Fin",2,1,"Detchd",1216,"Inside",1947,1950,"MetalSd","MetalSd","None","NAmes",5,5,"Abnorml",118500,117040.04149256706,118883.36047273688
"1.5Fin",3,2,"Detchd",1477,"Inside",1928,1950,"Wd Sdng","Wd Sdng","None","SWISU",7,7,"Normal",145000,185530.55515783155,178366.2058256392
"SLvl",3,1,"Attchd",1320,"Inside",1966,1966,"VinylSd","VinylSd","BrkFace","Sawyer",5,6,"Abnorml",164500,131549.19916923172,122113.43779009534
"2Story",2,2,"Detchd",1392,"Corner",2007,2007,"VinylSd","VinylSd","None","Somerst",7,5,"Abnorml",146000,209582.21552055335,202856.2137424054
"1.5Fin",4,2,"Attchd",1795,"Inside",1954,1954,"MetalSd","MetalSd","BrkFace","OldTown",5,5,"Normal",131500,148916.32072003913,162091.36210364779
"1Story",3,1,"Attchd",1429,"CulDSac",1960,1987,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,6,"Normal",181900,177903.15336382613,176193.29300951003
"1Story",3,2.5,"Attchd",2042,"Inside",2008,2009,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Partial",253293,276372.7280842629,286034.48564591305
"SFoyer",3,1,"0",816,"Inside",1990,1990,"HdBoard","HdBoard","BrkFace","Edwards",6,5,"Normal",118500,142247.02818516994,125774.90178545471
"2.5Unf",3,3.5,"Detchd",2775,"Inside",1893,2000,"Wd Sdng","Wd Sdng","None","OldTown",10,9,"Normal",325000,368889.63847723807,312949.4916470933
"1.5Fin",3,1,"Detchd",1573,"Inside",1935,1995,"AsbShng","AsbShng","None","BrkSide",4,7,"Normal",133000,132781.31751736405,136831.20288528036
"1Story",2,2,"Attchd",2028,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Timber",8,5,"Partial",369900,276637.9621829839,301520.4946062076
"1Story",2,1,"Detchd",838,"Inside",1918,2000,"Stucco","Wd Shng","None","BrkSide",6,7,"Normal",130000,148706.25020510066,105904.65046038176
"SFoyer",2,1,"Detchd",860,"Inside",1982,1982,"HdBoard","HdBoard","None","Sawyer",5,6,"Normal",137000,111837.96471139936,122985.87175321742
"1Story",1,1,"Attchd",1473,"Inside",1968,2003,"Wd Sdng","Wd Sdng","None","ClearCr",5,8,"Partial",143000,159792.61155934058,195947.7763447594
"1Story",2,1,"Detchd",935,"Inside",1930,1960,"VinylSd","VinylSd","None","BrkSide",5,6,"Normal",79500,105114.90390832648,92462.47748866584
"2Story",3,2.5,"Attchd",1582,"Inside",2004,2004,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",185900,216921.05493300667,207680.816766541
"2Story",3,2.5,"BuiltIn",2296,"Corner",2008,2008,"CemntBd","CmentBd","Stone","NridgHt",10,5,"Normal",451950,349230.06549832644,346337.98273134325
"1Story",2,1,"Detchd",816,"Inside",1982,2003,"HdBoard","HdBoard","None","Mitchel",5,8,"Normal",138000,119929.4951898999,138924.83593627182
"1Story",1,1,"Attchd",848,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",140000,150850.3099551531,163822.515131637
"1Story",3,1,"Detchd",924,"Inside",1975,1975,"HdBoard","HdBoard","None","CollgCr",5,6,"Normal",110000,112134.06095609868,116784.13372010482
"1Story",3,2,"Attchd",1826,"Inside",2005,2006,"VinylSd","Other","BrkFace","StoneBr",8,5,"Partial",319000,264381.72244686965,273504.8085722944
"2Story",3,1,"Detchd",1368,"Inside",1910,1993,"VinylSd","VinylSd","None","OldTown",6,7,"Normal",114504,177276.64207865746,134541.88308971957
"1Story",2,1,"Attchd",1402,"Inside",2006,2007,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Partial",194201,215492.9433926053,225072.91086981492
"1Story",3,2,"Attchd",1647,"Inside",1977,1977,"Plywood","Plywood","BrkFace","Crawfor",5,6,"Normal",217500,151722.5847738388,169471.020972274
"2Story",3,2.5,"Attchd",1556,"Inside",1980,1980,"MetalSd","MetalSd","None","Blueste",6,6,"Normal",151000,174065.7652233035,171103.58596214443
"2Story",3,2.5,"BuiltIn",1904,"Inside",2005,2005,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Normal",275000,265949.89980150864,257731.05400362588
"1.5Fin",3,1.5,"Detchd",1375,"Inside",1937,1950,"Wd Sdng","Wd Sdng","None","IDOTRR",6,6,"Normal",141000,153014.5202681659,149184.63864706573
"2Story",3,2.5,"Attchd",1915,"Inside",1992,1992,"HdBoard","HdBoard","None","SawyerW",8,5,"Abnorml",220000,259955.61955951023,243383.45505059417
"2Story",2,2.5,"Detchd",1200,"Inside",2004,2005,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",151000,194255.8518547271,191402.50246906257
"1Story",3,2,"Attchd",1494,"Inside",2002,2002,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",221000,213208.81782831522,209235.88658884936
"2Story",3,2.5,"Attchd",1986,"Inside",1965,1990,"HdBoard","HdBoard","BrkFace","NAmes",7,6,"Normal",205000,234259.39676481875,222315.70201327954
"1Story",3,1,"Detchd",1040,"Corner",1996,1996,"VinylSd","VinylSd","None","CollgCr",5,5,"Normal",152000,129933.50409686788,138371.4835523523
"2Story",3,3,"Attchd",2008,"Inside",1948,2002,"MetalSd","MetalSd","None","Edwards",5,8,"Normal",225000,181133.03945959423,178176.8220984456
"2Story",4,2.5,"Basment",3194,"Inside",1934,1998,"BrkFace","Wd Sdng","None","Crawfor",8,6,"Alloca",359100,340632.87682084163,310031.3784333372
"1Story",3,1,"Attchd",1029,"Inside",1961,1961,"VinylSd","VinylSd","BrkCmn","Sawyer",4,5,"Normal",118500,82351.50876749677,92868.35311835399
"2Story",3,2.5,"Attchd",2153,"Inside",2000,2000,"VinylSd","VinylSd","BrkFace","CollgCr",9,5,"Normal",313000,307474.87910052936,290957.70321064745
"SLvl",3,2,"Attchd",1032,"FR2",1978,1978,"HdBoard","HdBoard","BrkFace","NWAmes",6,6,"Normal",148000,143899.46611392996,131434.2165167334
"2Story",3,2.5,"BuiltIn",1872,"Inside",2001,2001,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",261500,261958.56365750742,245272.39922562172
"1Story",3,1,"0",1120,"Inside",2007,2007,"VinylSd","VinylSd","None","Mitchel",5,5,"Partial",147000,140424.28285975786,163377.6200426896
"SFoyer",1,1,"0",630,"Inside",1972,1972,"CemntBd","CmentBd","None","MeadowV",4,6,"Normal",75500,63779.223997719935,85270.29657653114
"SFoyer",3,1,"Attchd",1054,"Inside",1963,1963,"MetalSd","MetalSd","BrkFace","NAmes",6,7,"Abnorml",137500,142851.7113923489,123282.96978098992
"2Story",3,2.5,"Attchd",1509,"Inside",2002,2003,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",183200,183000.14914516025,181239.594774683
"1.5Unf",2,1,"Detchd",832,"Corner",1954,1954,"MetalSd","MetalSd","None","NAmes",6,6,"Normal",105500,124770.03694746923,133092.99795861798
"1Story",3,2,"Attchd",1828,"Inside",2007,2007,"CemntBd","CmentBd","BrkFace","NridgHt",9,5,"Partial",314813,293994.74199083436,294704.0892133333
"2Story",4,2.5,"Attchd",2262,"Inside",2003,2003,"VinylSd","VinylSd","Stone","Timber",8,5,"Normal",305000,286646.47757756105,290404.21767480206
"1Story",2,1,"0",864,"Inside",1914,1950,"Stucco","Stucco","None","Edwards",3,3,"Normal",67000,37724.1691699771,24416.98112792545
"2Story",4,2.5,"Attchd",2614,"Inside",1974,1997,"HdBoard","HdBoard","None","NWAmes",6,7,"Normal",240000,246970.79055163194,262796.5736864668
"1Story",3,1,"Detchd",980,"Inside",1977,1977,"Plywood","Plywood","BrkFace","Sawyer",5,6,"Normal",135000,116556.70719366646,127601.16136121983
"2Story",2,2.5,"Detchd",1512,"Inside",2000,2000,"MetalSd","MetalSd","BrkFace","Somerst",6,5,"Normal",168500,181644.85729891717,190706.92458925257
"2Story",4,2,"Attchd",1790,"Inside",1972,1972,"VinylSd","VinylSd","None","NWAmes",6,5,"Normal",165150,186816.0719341065,182178.13251731452
"1Story",3,1.5,"Attchd",1116,"Corner",1962,1962,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,6,"Normal",160000,143449.09748076106,145022.71744014905
"1Story",3,1,"Attchd",1422,"Inside",1960,1978,"Wd Sdng","Wd Sdng","None","NAmes",5,5,"Normal",139900,143887.25432607054,149499.42741859495
"SLvl",3,1,"Basment",1520,"Inside",1955,1972,"AsbShng","AsbShng","BrkFace","NAmes",6,6,"Normal",153000,175737.95264718827,165005.4744264118
"2Story",5,2,"Attchd",2080,"Inside",1969,1969,"Plywood","Plywood","BrkFace","NAmes",5,5,"Family",135000,173895.11619300835,167009.42726356955
"SLvl",3,1.5,"Attchd",1350,"Corner",1964,1964,"Plywood","Wd Sdng","BrkFace","NAmes",6,5,"Normal",168500,158671.79655510272,148115.4050873886
"2Story",3,1,"Detchd",1750,"Corner",1880,1991,"VinylSd","VinylSd","None","OldTown",5,6,"Abnorml",124000,170450.17452125068,108081.2310357003
"1Story",2,2,"Attchd",1554,"Inside",2006,2006,"VinylSd","VinylSd","Stone","NridgHt",8,5,"Normal",209500,247878.2709210129,260915.57240190823
"1Story",3,2,"Attchd",1411,"Inside",1977,1977,"Plywood","Plywood","BrkFace","NWAmes",7,5,"Family",82500,195361.87806259142,186078.88962557865
"1Story",3,1,"Attchd",1056,"Corner",1954,2005,"Wd Sdng","Wd Sdng","None","NAmes",5,7,"Normal",139400,135516.24098907664,131012.69649220887
"SFoyer",0,0,"Detchd",1056,"Inside",1980,1980,"Plywood","Plywood","None","OldTown",6,5,"Normal",144000,156988.49648036432,180328.01876468677
"2.5Fin",8,2,"0",3395,"Inside",1914,1995,"VinylSd","VinylSd","None","SWISU",6,7,"Abnorml",200000,295984.6540938872,249580.0445341114
"1Story",1,1,"0",800,"Inside",1936,1950,"AsbShng","AsbShng","None","BrkSide",2,3,"Normal",60000,4861.771872270183,23127.07755654864
"1.5Fin",3,2,"BuiltIn",1387,"Inside",1954,1954,"Wd Sdng","Wd Sdng","None","OldTown",5,4,"Normal",93000,124161.14343125405,131282.51665514242
"1Story",2,1,"0",796,"Inside",1910,1950,"MetalSd","Wd Sdng","None","Edwards",5,7,"Normal",85000,91556.77075411181,82773.01878274372
"1Story",1,2,"Attchd",1567,"Inside",2006,2006,"VinylSd","VinylSd","None","Blmngtn",8,5,"Partial",264561,248667.03882482226,261774.012948466
"1Story",1,1.5,"Attchd",1518,"Inside",2003,2004,"MetalSd","MetalSd","BrkFace","NridgHt",8,5,"Normal",274000,247321.1054315588,264268.48861110304
"2Story",3,2.5,"Attchd",1929,"Inside",2001,2001,"VinylSd","VinylSd","None","Somerst",7,5,"Normal",226000,236437.7753106412,244663.6771806858
"SLvl",4,2.5,"Attchd",2704,"Inside",1972,1995,"Plywood","Wd Sdng","None","NAmes",8,7,"Normal",345000,309365.0790839832,303624.6923562959
"2Story",4,2.5,"Attchd",1620,"Inside",1969,1969,"WdShing","HdBoard","BrkFace","NWAmes",5,5,"Normal",152000,143332.87562365585,133403.39027995453
"1Story",2,2.5,"Attchd",1766,"Inside",2009,2009,"CemntBd","CmentBd","Stone","Somerst",9,5,"Partial",370878,288605.8109746489,304891.57059701276
"1Story",3,1.5,"Detchd",981,"Corner",1971,1971,"Plywood","Plywood","None","NAmes",6,5,"Normal",143250,139869.99179795376,135046.51967121428
"1Story",3,1,"Detchd",1048,"Inside",1950,1950,"MetalSd","MetalSd","None","NAmes",5,5,"Normal",98300,106846.73319718496,106396.27584767272
"1Story",3,1,"Attchd",1094,"Inside",1953,1953,"Wd Sdng","Wd Sdng","Stone","Edwards",6,5,"Normal",155000,140154.30552904727,136371.9191454542
"2Story",4,1.5,"Attchd",1839,"Inside",1966,1966,"MetalSd","MetalSd","BrkFace","NAmes",6,5,"Normal",155000,189366.48143493506,183327.43778220005
"SFoyer",1,1,"0",630,"Inside",1970,1970,"CemntBd","CmentBd","None","MeadowV",4,6,"Normal",84500,62754.34719194617,83769.57597265905
"2Story",3,2.5,"Attchd",1665,"Inside",2007,2007,"CemntBd","CmentBd","0","Somerst",7,6,"Normal",205950,223494.34983521915,224008.18364869035
"2Story",4,1,"Detchd",1510,"Inside",1940,1950,"MetalSd","MetalSd","None","Edwards",4,5,"Normal",108000,105899.09877668628,97002.07247527712
"2Story",2,2.5,"Attchd",1716,"Inside",1996,1996,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",191000,220951.92456456163,222355.77351289592
"1.5Fin",3,1,"Detchd",1469,"Inside",1906,1995,"MetalSd","MetalSd","None","IDOTRR",6,7,"Normal",135000,184429.6387524883,150810.12725012866
"1Story",2,2.5,"Attchd",2113,"Inside",1995,1995,"MetalSd","MetalSd","BrkFace","NoRidge",8,6,"Normal",350000,273506.4766877283,293988.9659574691
"2Story",3,1.5,"Detchd",1092,"Inside",1971,1971,"HdBoard","ImStucc","BrkFace","BrDale",6,5,"Family",88000,146604.85620740263,120095.14900110615
"1Story",3,1.5,"Attchd",1053,"Inside",1959,2006,"HdBoard","HdBoard","BrkFace","NAmes",5,7,"Normal",145500,133194.66436421592,123895.08721771627
"2Story",3,1.5,"Attchd",1502,"Inside",1931,2000,"Stucco","Wd Shng","None","Crawfor",7,6,"Normal",149000,215321.32832098496,168418.05940744863
"1.5Fin",3,1,"Attchd",1458,"Inside",1948,1950,"VinylSd","VinylSd","None","NAmes",6,5,"Abnorml",97500,160702.49162704786,154499.0592496267
"1Story",3,1,"Detchd",1486,"Corner",1964,1999,"MetalSd","MetalSd","None","Edwards",5,7,"Normal",167000,158531.6258516024,168149.9122940919
"2Story",3,2.5,"Attchd",1935,"CulDSac",1976,1976,"Plywood","Plywood","BrkFace","NWAmes",7,7,"Normal",197900,223990.86196330434,233735.72237717547
"2Story",4,2.5,"Attchd",2448,"CulDSac",1994,2005,"VinylSd","VinylSd","BrkFace","NoRidge",8,7,"Normal",402000,298956.8028532221,302541.84253456723
"1Story",2,1,"Attchd",1392,"Corner",1968,1968,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,3,"Normal",110000,165921.86890582583,169883.9963750462
"SFoyer",3,2,"Detchd",1181,"Inside",1972,1972,"Plywood","Plywood","None","Edwards",4,5,"Normal",137500,91906.8648977475,88278.25632427284
"1Story",1,1.5,"Attchd",2097,"CulDSac",2005,2006,"VinylSd","VinylSd","None","Somerst",8,5,"Partial",423000,283476.4911839173,326674.7701521027
"2Story",3,2.5,"Attchd",1936,"Corner",2000,2000,"VinylSd","VinylSd","BrkFace","Gilbert",8,5,"Normal",230500,265329.290319528,257019.87378662243
"2Story",3,2.5,"CarPort",2380,"Inside",1965,1979,"Plywood","Plywood","BrkCmn","NAmes",6,5,"Abnorml",129000,223549.07703110026,206803.3630373485
"1Story",3,2,"Attchd",1679,"Inside",1994,1998,"HdBoard","HdBoard","BrkFace","SawyerW",6,5,"Normal",193500,193404.6059997164,209096.38694483088
"1Story",3,1.5,"Detchd",1437,"Corner",1956,1987,"CemntBd","Wd Sdng","None","Sawyer",5,6,"Normal",168000,146757.32509881002,156867.06538905622
"1Story",2,1,"Detchd",1180,"Inside",1922,1950,"MetalSd","MetalSd","None","Crawfor",4,5,"Normal",137500,85876.52891075716,83256.65848306287
"2Story",3,2.5,"Attchd",1476,"FR2",2005,2005,"VinylSd","VinylSd","None","CollgCr",6,5,"Normal",173500,182022.7689643411,180429.77133852523
"2Story",3,2,"Detchd",1369,"Inside",1925,1950,"Wd Sdng","Wd Sdng","None","Edwards",6,6,"Normal",103600,149998.48187800075,119450.1002962694
"1Story",3,1.5,"Attchd",1208,"Inside",1977,1977,"Plywood","Plywood","None","Veenker",6,6,"Normal",165000,156717.72330486868,172688.47122306167
"1Story",3,2,"Attchd",1839,"Inside",1957,2004,"CemntBd","CmentBd","BrkFace","Crawfor",6,7,"Normal",257500,206187.14907930634,200970.48605295573
"1Story",3,1,"Attchd",1136,"Inside",1965,1965,"HdBoard","HdBoard","None","NAmes",6,6,"Normal",140000,148851.89343753533,156114.13959615282
"2Story",3,2.5,"Attchd",1441,"Inside",1978,1978,"Plywood","Brk Cmn","None","NPkVill",6,6,"Normal",148500,166063.32619152416,165259.12649176898
"2Story",4,2,"2Types",1774,"Inside",1900,1950,"AsbShng","Stucco","None","OldTown",4,2,"Normal",87000,116613.17133876943,79545.73222894082
"1Story",2,1,"Detchd",792,"Inside",1924,2006,"VinylSd","VinylSd","None","OldTown",5,8,"Normal",109500,120010.62349922024,99341.66102979728
"1Story",3,2.5,"Attchd",2046,"Inside",2008,2008,"VinylSd","VinylSd","Stone","StoneBr",8,5,"Partial",372500,276102.98749793274,296873.6820393787
"1Story",3,1,"Detchd",988,"Inside",1961,1961,"Wd Sdng","Wd Sdng","BrkFace","Sawyer",5,5,"Normal",128500,108843.08838058986,109295.95150391874
"1Story",2,2,"Attchd",923,"Inside",1980,1980,"Plywood","Plywood","None","SawyerW",6,5,"Normal",143000,138310.82741853318,146424.09303397406
"1.5Fin",3,1,"Detchd",1520,"Inside",1932,2000,"VinylSd","Stucco","None","SWISU",5,5,"Abnorml",159434,161106.99569522138,130609.02746051247
"1Story",2,1,"Attchd",1291,"Inside",1996,1997,"Wd Sdng","Wd Sdng","None","ClearCr",6,5,"Normal",173000,174654.46272148818,189437.7192964796
"1Story",3,2,"Attchd",1668,"Corner",2002,2002,"VinylSd","VinylSd","Stone","CollgCr",9,5,"Normal",285000,281724.6373141313,275446.33304312173
"2Story",4,2.5,"Attchd",1839,"CulDSac",1998,1998,"VinylSd","VinylSd","BrkFace","NoRidge",7,5,"Normal",221000,229439.75922945444,220801.98976779752
"2Story",3,2,"Attchd",2090,"CulDSac",1984,1984,"HdBoard","HdBoard","None","StoneBr",7,5,"Normal",207500,240146.9012433022,255334.6646742341
"2Story",3,3,"Attchd",1761,"Inside",2007,2007,"VinylSd","VinylSd","None","Somerst",7,6,"Partial",227875,226667.1057672503,239185.6279762427
"2Story",2,2.5,"Detchd",1102,"FR2",2004,2004,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",148800,187797.31694620068,184668.90070780227
"1Story",2,2,"Attchd",1419,"Inside",2007,2007,"MetalSd","MetalSd","BrkFace","StoneBr",8,6,"Partial",392000,240199.65801511062,257443.90308204526
"1Story",2,2,"Attchd",1362,"Corner",2005,2006,"VinylSd","VinylSd","Stone","NridgHt",6,5,"Normal",194700,178270.31126069164,205918.73482650518
